person_id,id,name,character,role
12876,ts225761,June Foray,Jerry (voice)/Tom (voice),ACTOR
13768,ts225761,Billy Bletcher,Spike (voice),ACTOR
70127,ts225761,Harry Lang,Butch (voice)/Jasper (voice),ACTOR
137924,ts225761,Rudolf Ising,,DIRECTOR
46445,ts225761,William Hanna,,DIRECTOR
39141,ts225761,Ben Washam,,DIRECTOR
46444,ts225761,Joseph Barbera,,DIRECTOR
39140,ts225761,Chuck Jones,,DIRECTOR
107330,ts225761,Abe Levitow,,DIRECTOR
134981,ts225761,Maurice Noble,,DIRECTOR
13298,tm156463,Vivien Leigh,Scarlett O'Hara,ACTOR
13299,tm156463,Clark Gable,Rhett Butler,ACTOR
13300,tm156463,Olivia de Havilland,Melanie Hamilton,ACTOR
13303,tm156463,Leslie Howard,Ashley Wilkes,ACTOR
13310,tm156463,Hattie McDaniel,Mammy,ACTOR
13301,tm156463,Thomas Mitchell,Gerald O'Hara,ACTOR
13304,tm156463,Barbara O'Neil,Ellen O'Hara,ACTOR
13305,tm156463,Evelyn Keyes,Suellen O'Hara,ACTOR
13306,tm156463,Ann Rutherford,Carreen O'Hara,ACTOR
13307,tm156463,George Reeves,Brent Tarleton,ACTOR
13308,tm156463,Fred Crane,Stuart Tarleton,ACTOR
13311,tm156463,Oscar Polk,Pork,ACTOR
13312,tm156463,Butterfly McQueen,Prissy,ACTOR
13346,tm156463,Victor Jory,Jonas Wilkerson,ACTOR
13345,tm156463,Everett Brown,'Big Sam',ACTOR
13344,tm156463,Howard Hickman,John Wilkes,ACTOR
13343,tm156463,Alicia Rhett,India Wilkes,ACTOR
13342,tm156463,Rand Brooks,Charles Hamilton,ACTOR
13341,tm156463,Carroll Nye,Frank Kennedy,ACTOR
13340,tm156463,Laura Hope Crews,Aunt 'Pittypat' Hamilton,ACTOR
13339,tm156463,Eddie 'Rochester' Anderson,Aunt Pittypat's Coachman 'Uncle Peter',ACTOR
13316,tm156463,Harry Davenport,Dr. Meade,ACTOR
13317,tm156463,Leona Roberts,Mrs. Caroline Meade,ACTOR
13336,tm156463,Jane Darwell,Mrs. Merriwether,ACTOR
13335,tm156463,Ona Munson,Belle Watling,ACTOR
13338,tm156463,Paul Hurst,Yankee Deserter,ACTOR
13337,tm156463,Isabel Jewell,Emmy Slattery,ACTOR
13318,tm156463,Cammie King,Bonnie Blue Butler,ACTOR
13319,tm156463,Eric Linden,Amputation Case,ACTOR
13321,tm156463,J. M. Kerrigan,Johnny Gallagher,ACTOR
13323,tm156463,Ward Bond,Tom the Yankee Captain,ACTOR
13324,tm156463,Jackie Moran,Phil Meade,ACTOR
13325,tm156463,Cliff Edwards,Reminiscent Soldier,ACTOR
13326,tm156463,Lillian Kemble-Cooper,Bonnie's Nurse in London,ACTOR
13327,tm156463,Yakima Canutt,Renegade,ACTOR
13314,tm156463,Marcella Martin,Cathleen Calvert,ACTOR
13328,tm156463,Louis Jean Heydt,Hungry Soldier Holding Beau Wilkes,ACTOR
13329,tm156463,Mickey Kuhn,Beau Wilkes,ACTOR
13330,tm156463,Olin Howland,A Carpetbagger Businessman,ACTOR
13331,tm156463,Irving Bacon,Corporal,ACTOR
13332,tm156463,Robert Elliott,Yankee Major,ACTOR
13333,tm156463,William Bakewell,Mounted Officer,ACTOR
13334,tm156463,Mary Anderson,Maybelle Merriwether,ACTOR
13347,tm156463,John Albright,Wounded Soldier (uncredited),ACTOR
13349,tm156463,Eric Alden,Rafe Calvert (uncredited),ACTOR
13351,tm156463,John Arledge,Dying Soldier (uncredited),ACTOR
13350,tm156463,Roscoe Ates,Convalescent Soldier (uncredited),ACTOR
13348,tm156463,Trevor Bardette,Minor Role (uncredited),ACTOR
13352,tm156463,Lennie Bluett,Yankee Soldier in Shantytown / Townsperson (uncredited),ACTOR
13353,tm156463,Ralph Brooks,Gentleman at Twelve Oaks Barbecue (uncredited),ACTOR
13354,tm156463,Daisy Bufford,Housemaid at Evening Prayers (uncredited),ACTOR
13355,tm156463,Ann Bupp,Minor Role (uncredited),ACTOR
13356,tm156463,James Bush,Gentleman (uncredited),ACTOR
13357,tm156463,Ruth Byers,Housemaid at Evening Prayers (uncredited),ACTOR
13358,tm156463,Gary Carlson,Beau Wilkes (uncredited),ACTOR
13361,tm156463,Horace B. Carpenter,Atlanta Citizen (uncredited),ACTOR
13360,tm156463,Louise Carter,Bandleader's Wife (uncredited),ACTOR
13359,tm156463,Shirley Chambers,Belle's Girl (uncredited),ACTOR
13362,tm156463,Eddy Chandler,Sergeant at Hospital (uncredited),ACTOR
13363,tm156463,Wallis Clark,Poker-Playing Captain (uncredited),ACTOR
13365,tm156463,Richard Clucas,Minor Role (uncredited),ACTOR
13364,tm156463,Frank Coghlan Jr.,Collapsing Soldier (uncredited),ACTOR
13366,tm156463,Billy Cook,Boy with Tears When Death Rolls Are Read (uncredited),ACTOR
13367,tm156463,Gino Corrado,Minor Role (uncredited),ACTOR
13368,tm156463,Martina Cortina,Housemaid at Twelve Oaks (uncredited),ACTOR
13369,tm156463,Luke Cosgrave,Bandleader (uncredited),ACTOR
13370,tm156463,Kernan Cripps,Yankee Soldier in Shantytown (uncredited),ACTOR
13371,tm156463,Patrick Curtis,Melanie's Baby (uncredited),ACTOR
13373,tm156463,Ned Davenport,Jewel Collector at Bazaar (uncredited),ACTOR
13372,tm156463,Yola d'Avril,Belle's Girl (uncredited),ACTOR
13375,tm156463,Lester Dorr,Minor Role (uncredited),ACTOR
13374,tm156463,Phyllis Douglas,2 Year Old Bonnie Blue Butler (uncredited),ACTOR
13376,tm156463,Joan Drake,Hospital Nurse (uncredited),ACTOR
13377,tm156463,F. Driver,Housemaid at Evening Prayers (uncredited),ACTOR
13378,tm156463,Edythe Elliott,General's Wife (uncredited),ACTOR
13379,tm156463,Susan Falligant,Minor Role (uncredited),ACTOR
13380,tm156463,Richard Farnsworth,Soldier (uncredited),ACTOR
13381,tm156463,Frank Faylen,Soldier Aiding Dr. Meade (uncredited),ACTOR
13382,tm156463,Kelly Griffin,Newborn Bonnie Blue Butler (uncredited),ACTOR
13383,tm156463,George Hackathorne,Wounded Soldier in Pain (uncredited),ACTOR
13384,tm156463,Chuck Hamilton,Yankee Soldier in Shantytown (uncredited),ACTOR
13385,tm156463,Evelyn Harding,Cancan Girl (uncredited),ACTOR
13386,tm156463,Inez Hatchett,Housemaid at Twelve Oaks (uncredited),ACTOR
13387,tm156463,Jean Heker,Hospital Nurse (uncredited),ACTOR
13433,tm156463,William Hoehne Jr.,Ashes Covered Boy in Atlanta (uncredited),ACTOR
13388,tm156463,Ricky Holt,Melanie's Son (uncredited),ACTOR
13389,tm156463,Shep Houghton,Southern Dandy (uncredited),ACTOR
13390,tm156463,Jerry James,Dancer at Atlanta Bazaar (uncredited),ACTOR
13391,tm156463,Si Jenks,Yankee on Street (uncredited),ACTOR
13392,tm156463,Tommy Kelly,Boy in Band (uncredited),ACTOR
13393,tm156463,Emmett King,Party Guest (uncredited),ACTOR
13394,tm156463,W. Kirby,Yankee Soldier in Shantytown (uncredited),ACTOR
13395,tm156463,Timothy J. Lonergan,Party Guest (uncredited),ACTOR
13396,tm156463,Margaret Mann,Woman Writing Letter at Atlanta Church Hospital (uncredited),ACTOR
13398,tm156463,William McClain,Old Levi (uncredited),ACTOR
13397,tm156463,George Meeker,Poker-Playing Captain (uncredited),ACTOR
13399,tm156463,Charles Middleton,Man with Stove Pipe Hat in Charge of Convict Workers (uncredited),ACTOR
13400,tm156463,Alberto Morin,Rene Picard (uncredited),ACTOR
13401,tm156463,Adrian Morris,Carpetbagger Orator (uncredited),ACTOR
13402,tm156463,Lee Murray,Drummerboy (uncredited),ACTOR
13403,tm156463,H. Nellman,Yankee Soldier in Shantytown (uncredited),ACTOR
13404,tm156463,David Newell,Cade Calvert (uncredited),ACTOR
13405,tm156463,Naomi Pharr,Housemaid at Evening Prayers (uncredited),ACTOR
13406,tm156463,Lee Phelps,Bartender (uncredited),ACTOR
13407,tm156463,Spencer Quinn,Extra (uncredited),ACTOR
13408,tm156463,Jolane Reynolds,Cancan Girl (uncredited),ACTOR
13409,tm156463,Marjorie Reynolds,Guest at Twelve Oaks (uncredited),ACTOR
13410,tm156463,Suzanne Ridgway,Cancan Girl (uncredited),ACTOR
13411,tm156463,Louisa Robert,Minor Role (uncredited),ACTOR
13412,tm156463,Azarene Rogers,Housemaid at Twelve Oaks (uncredited),ACTOR
13413,tm156463,Scott Seaton,Guest at Birthday Party (uncredited),ACTOR
13414,tm156463,Tom Seidel,Tony Fontaine (uncredited),ACTOR
13415,tm156463,Terry Shero,Fanny Elsing (uncredited),ACTOR
13416,tm156463,William Stack,Minister (uncredited),ACTOR
13417,tm156463,William Stelling,Returning Veteran (uncredited),ACTOR
13418,tm156463,Harry Strang,Tom's Aide (uncredited),ACTOR
13419,tm156463,Dirk Wayne Summers,Youngest Boy in Band (uncredited),ACTOR
13420,tm156463,Emerson Treacy,Minor Role (uncredited),ACTOR
13421,tm156463,Phillip Trent,Gentleman / Bearded Confederate on Steps of Tara (uncredited),ACTOR
13422,tm156463,Julia Ann Tuck,Bonnie at Six Months (uncredited),ACTOR
13423,tm156463,Tom Tyler,Commanding Officer During Evacuation (uncredited),ACTOR
13424,tm156463,Dale Van Sickel,Gentleman at Twelve Oaks Barbecue (uncredited),ACTOR
13425,tm156463,E. Alyn Warren,Frank Kennedy's Clerk (uncredited),ACTOR
13426,tm156463,Blue Washington,Renegade's Companion (uncredited),ACTOR
81173,tm156463,Rita Waterhouse,Girl in Blue Dress (uncredited),ACTOR
81174,tm156463,John Joseph Waterman Jr.,Newborn Baby Boy (uncredited),ACTOR
13427,tm156463,Dan White,Minor Role (uncredited),ACTOR
13428,tm156463,Sarah Whitley,Housemaid at Twelve Oaks (uncredited),ACTOR
13429,tm156463,Ernest Whitman,Carpetbagger's Friend (uncredited),ACTOR
13430,tm156463,Guy Wilkerson,Wounded Card Player (uncredited),ACTOR
13431,tm156463,Zack Williams,Elijah (uncredited),ACTOR
13432,tm156463,John Wray,Prison Gang Overseer (uncredited),ACTOR
7781,tm156463,Arthur Tovey,Leslie Howard Double,ACTOR
13440,tm156463,Sam Wood,,DIRECTOR
13439,tm156463,George Cukor,,DIRECTOR
13435,tm156463,Victor Fleming,,DIRECTOR
1367,tm47834,Peter Lorre,Hans Beckert,ACTOR
22986,tm47834,Ellen Widmann,Frau Beckmann,ACTOR
22985,tm47834,Inge Landgut,Elsie Beckmann,ACTOR
22987,tm47834,Otto Wernicke,Inspector Karl Lohmann,ACTOR
20250,tm47834,Theodor Loos,Inspector Groeber,ACTOR
22988,tm47834,Gustaf Gründgens,Schränker,ACTOR
22989,tm47834,Friedrich Gnaß,Franz,ACTOR
22990,tm47834,Fritz Odemar,The Cheater,ACTOR
22991,tm47834,Paul Kemp,Pickpocket with Six Watches,ACTOR
1105,tm47834,Theo Lingen,Bauernfänger,ACTOR
570813,tm47834,Rudolf Blümner,Becker's 'Attorney',ACTOR
20260,tm47834,Georg John,Blind Panhandler,ACTOR
320859,tm47834,Franz Stein,Minister,ACTOR
556806,tm47834,Ernst Stahl-Nachbaur,Police Chief,ACTOR
22992,tm47834,Gerhard Bienert,Criminal Secretary,ACTOR
570345,tm47834,Karl Platen,Damowitz,ACTOR
571791,tm47834,Rosa Valetti,Bartender,ACTOR
132054,tm47834,Hertha von Walther,Prostitute,ACTOR
558517,tm47834,Carl Ballhaus,Leeser,ACTOR
565450,tm47834,Paul Mederow,Staatsanwalt,ACTOR
154757,tm47834,Hadrian Maria Netto,Polizeihauptmann,ACTOR
1045115,tm47834,Lucie Rhoden,Sekretärin im Polizeiarchiv,ACTOR
567007,tm47834,Karl Hannemann,Kriminalbeamter,ACTOR
20266,tm47834,Fritz Lang,,DIRECTOR
33316,tm14790,Joan Crawford,Mildred Pierce,ACTOR
23697,tm14790,Jack Carson,Wally Fay,ACTOR
69893,tm14790,Zachary Scott,Monte Beragon,ACTOR
55217,tm14790,Eve Arden,Ida Corwin,ACTOR
129161,tm14790,Ann Blyth,Veda Pierce Forrester,ACTOR
55258,tm14790,Bruce Bennett,Albert 'Bert' Pierce,ACTOR
27566,tm14790,Lee Patrick,Maggie Biederhof,ACTOR
6144,tm14790,Moroni Olsen,Inspector Peterson,ACTOR
57484,tm14790,Veda Ann Borg,Miriam Ellis,ACTOR
129162,tm14790,Jo Ann Marlowe,Kay Pierce,ACTOR
13312,tm14790,Butterfly McQueen,Lottie (uncredited),ACTOR
1245703,tm14790,Bill Alcorn,Soldier (uncredited),ACTOR
129164,tm14790,Betty Alexander,Party Guest (uncredited),ACTOR
129163,tm14790,Ramsay Ames,Party Guest (uncredited),ACTOR
129165,tm14790,George Anderson,Peterson's Assistant (uncredited),ACTOR
37828,tm14790,Robert Arthur,High School Boy (uncredited),ACTOR
129166,tm14790,Lynn Baggett,Waitress (uncredited),ACTOR
129170,tm14790,Leah Baird,Police Matron (uncredited),ACTOR
79556,tm14790,Dorothy Barrett,Dorothy (uncredited),ACTOR
63135,tm14790,Barbara Brown,Mrs. Forrester (uncredited),ACTOR
63136,tm14790,Claire Carleton,Thieving Waitress (uncredited),ACTOR
129167,tm14790,Doria Caron,Waitress (uncredited),ACTOR
28511,tm14790,Wheaton Chambers,Personnel Man (uncredited),ACTOR
13363,tm14790,Wallis Clark,Wally's Lawyer (uncredited),ACTOR
47795,tm14790,Chester Clute,Mr. Jones (uncredited),ACTOR
129171,tm14790,John Compton,Theodore 'Ted' Ellison Forrester (uncredited),ACTOR
63065,tm14790,Joyce Compton,Waitress (uncredited),ACTOR
98758,tm14790,Clancy Cooper,Policeman (uncredited),ACTOR
129173,tm14790,David Cota,Pancho (uncredited),ACTOR
71921,tm14790,Tom Dillon,Policeman (uncredited),ACTOR
28656,tm14790,James Flavin,Detective (uncredited),ACTOR
14166,tm14790,Bess Flowers,Restaurant Patron (uncredited),ACTOR
63153,tm14790,Angela Greene,Party Guest (uncredited),ACTOR
11373,tm14790,Dorothy Hack,Little Girl (uncredited),ACTOR
14756,tm14790,Arthur Stuart Hull,First Night Diner With Cane (uncredited),ACTOR
129172,tm14790,Charles Jordan,Policeman (uncredited),ACTOR
129168,tm14790,Marjorie Kane,Waitress (uncredited),ACTOR
129174,tm14790,Fred Kelsey,Bumped First Night Diner (uncredited),ACTOR
27283,tm14790,Richard Kipling,Personnel Man (uncredited),ACTOR
129177,tm14790,Manart Kippen,Dr. Gale (uncredited),ACTOR
129169,tm14790,Marion Lessing,Waitress (uncredited),ACTOR
129176,tm14790,Jimmy Lono,Monte's Houseboy (uncredited),ACTOR
129178,tm14790,Jean Lorraine,Woman (uncredited),ACTOR
71928,tm14790,George Meader,Man (uncredited),ACTOR
49085,tm14790,Harold Miller,Man (uncredited),ACTOR
27576,tm14790,Jack Mower,Jack the Mailman (uncredited),ACTOR
27315,tm14790,Frank O'Connor,First Night Diner (uncredited),ACTOR
105983,tm14790,Garry Owen,Policeman on Pier (uncredited),ACTOR
14763,tm14790,Paul Panzer,Waiter (uncredited),ACTOR
129179,tm14790,Larry Rio,Reporter (uncredited),ACTOR
129175,tm14790,William Ruhl,Personnel Man (uncredited),ACTOR
22482,tm14790,Jeffrey Sayre,Diner Customer (uncredited),ACTOR
129180,tm14790,Mary Servoss,Nurse (uncredited),ACTOR
45716,tm14790,George Tobias,Mr. Chris (uncredited),ACTOR
72826,tm14790,Charles Trowbridge,Mrs. Forrester's Lawyer (uncredited),ACTOR
129181,tm14790,Johnny Walsh,Delivery Man (uncredited),ACTOR
102589,tm14790,Joan Winfield,Piano Teacher (uncredited),ACTOR
2448193,tm14790,John Christian,Singing Teacher (uncredited),ACTOR
14797,tm14790,Michael Curtiz,,DIRECTOR
33315,tm72662,Bette Davis,Charlotte Vale,ACTOR
14703,tm72662,Paul Henreid,Jeremiah 'Jerry' Duvaux Durrance,ACTOR
14704,tm72662,Claude Rains,Dr. Jaquith,ACTOR
66907,tm72662,Gladys Cooper,Mrs. Henry Vale,ACTOR
128927,tm72662,Bonita Granville,June Vale,ACTOR
51912,tm72662,John Loder,Elliot Livingston,ACTOR
65702,tm72662,Ilka Chase,Lisa Vale,ACTOR
27566,tm72662,Lee Patrick,Deb McIntyre,ACTOR
57717,tm72662,Franklin Pangborn,Mr. Thompson,ACTOR
128928,tm72662,Katharine Alexander,Miss Trask,ACTOR
128929,tm72662,James Rennie,Frank McIntyre,ACTOR
27535,tm72662,Mary Wickes,Dora Pickford,ACTOR
65186,tm72662,Tod Andrews,Dr. Dan Regan (uncredited),ACTOR
27214,tm72662,Brooks Benedict,Party Guest (uncredited),ACTOR
13372,tm72662,Yola d'Avril,Celestine (uncredited),ACTOR
27574,tm72662,Charles Drake,Leslie Trotter (uncredited),ACTOR
128931,tm72662,Claire Du Brey,Hilda (uncredited),ACTOR
57387,tm72662,Elspeth Dudgeon,Aunt Hester (uncredited),ACTOR
128932,tm72662,Bill Edwards,Ship's Passenger (uncredited),ACTOR
57839,tm72662,Mary Field,Ship's Passenger (uncredited),ACTOR
14166,tm72662,Bess Flowers,Concert Audience Member (uncredited),ACTOR
98827,tm72662,George Lessey,Uncle Herbert (uncredited),ACTOR
57393,tm72662,Tempe Pigott,Mrs. Smith (uncredited),ACTOR
14768,tm72662,Frank Puglia,Giuseppe (uncredited),ACTOR
34188,tm72662,Constance Purdy,Rosa (uncredited),ACTOR
128930,tm72662,Janis Wilson,Christine 'Tina' Durrance (uncredited),ACTOR
22455,tm72662,Ian Wolfe,Lloyd (uncredited),ACTOR
128933,tm72662,Irving Rapper,,DIRECTOR
28653,tm137798,Robert Armstrong,Carl Denham,ACTOR
28652,tm137798,Fay Wray,Ann Darrow,ACTOR
12928,tm137798,Bruce Cabot,Jack Driscoll,ACTOR
28659,tm137798,Frank Reicher,Captain Englehorn,ACTOR
28658,tm137798,Victor Wong,Ship's Cook Charlie,ACTOR
28656,tm137798,James Flavin,Mate Briggs,ACTOR
28657,tm137798,Sam Hardy,Charles Weston,ACTOR
28654,tm137798,Noble Johnson,Skull Island Native Chief,ACTOR
28655,tm137798,Steve Clemente,Skull Island Witch Doctor,ACTOR
13350,tm137798,Roscoe Ates,Press Photographer (uncredited),ACTOR
28660,tm137798,Merian C. Cooper,Pilot of Plane that Kills Kong (uncredited),ACTOR
1152155,tm137798,Frances Curry,Intended Sacrificial Bride for Kong (uncredited),ACTOR
14788,tm137798,Paul Porcasi,Apple Vendor (uncredited),ACTOR
28661,tm137798,Ernest B. Schoedsack,Machine-Gunner on Plane that Kills Kong (uncredited),ACTOR
13418,tm137798,Harry Strang,Policeman at Headquarters (uncredited),ACTOR
102261,tm137798,Bill Williams,Theatre Usher (uncredited),ACTOR
47796,tm137798,Dick Curtis,Member of Ship's Crew (uncredited),ACTOR
57376,tm137798,Reginald Barlow,Ship's Engineer (uncredited),ACTOR
151920,tm137798,Roy Brent,Member of Ship's Crew (uncredited),ACTOR
36168,tm137798,Edward Clark,Member of Ship's Crew (uncredited),ACTOR
959675,tm137798,Harry Cornbleth,Member of Ship's Crew (uncredited),ACTOR
63040,tm137798,James Dime,Member of Ship's Crew (uncredited),ACTOR
102892,tm137798,Charlie Hall,Member of Ship's Crew (uncredited),ACTOR
49660,tm137798,Allen Jenkins,Member of Ship's Crew (uncredited),ACTOR
132375,tm137798,George Magrill,Member of Ship's Crew (uncredited),ACTOR
153531,tm137798,John Northpole,Member of Ship's Crew (uncredited),ACTOR
15566,tm137798,Gil Perkins,Member of Ship's Crew (uncredited),ACTOR
28897,tm137798,Jack Perry,Member of Ship's Crew (uncredited),ACTOR
27340,tm137798,Harry Tenbrook,Member of Ship's Crew (uncredited),ACTOR
28899,tm137798,Sailor Vincent,Member of Ship's Crew (uncredited),ACTOR
93411,tm137798,Blackie Whiteford,Member of Ship's Crew (uncredited),ACTOR
155238,tm137798,Dorothy Gulliver,New York Theatergoer,ACTOR
155449,tm137798,Carlotta Monti,New York Theatergoer,ACTOR
351667,tm137798,Sandra Shaw,Woman Who Screams From Hotel Window,ACTOR
578664,tm137798,Louise Emmons,Old Woman in Line at Mission,ACTOR
28661,tm137798,Ernest B. Schoedsack,,DIRECTOR
28660,tm137798,Merian C. Cooper,,DIRECTOR
14701,tm5094,Humphrey Bogart,Fred C. Dobbs,ACTOR
27571,tm5094,Walter Huston,Howard,ACTOR
71549,tm5094,Tim Holt,Bob Curtin,ACTOR
55258,tm5094,Bruce Bennett,James Cody,ACTOR
27565,tm5094,Barton MacLane,Pat McCormick,ACTOR
151034,tm5094,Alfonso Bedoya,Gold Hat,ACTOR
137715,tm5094,Arturo Soto Rangel,El Presidente,ACTOR
598871,tm5094,Manuel Dondé,El Jefe,ACTOR
598870,tm5094,José Torvay,Pablo,ACTOR
598872,tm5094,Margarito Luna,Pancho,ACTOR
24987,tm5094,Robert Blake,Mexican Boy Selling Lottery Tickets (uncredited),ACTOR
224415,tm5094,Guillermo Calles,Mexican Storeowner (uncredited),ACTOR
151422,tm5094,Roberto Cañedo,Mexican Lieutenant (uncredited),ACTOR
14733,tm5094,Spencer Chan,Proprietor (uncredited),ACTOR
132388,tm5094,Jacqueline Dalya,Flashy Girl (uncredited),ACTOR
28512,tm5094,Ralph Dunn,Flophouse Bum (uncredited),ACTOR
1255830,tm5094,Ernesto Escoto,Mexican Bandit (uncredited),ACTOR
25663,tm5094,Pat Flaherty,Customer in Bar Who Warns Curtin and Dobbs about Pat McCormick (uncredited),ACTOR
14748,tm5094,Martín Garralaga,Railroad Conductor (uncredited),ACTOR
128628,tm5094,Jack Holt,Flophouse Bum (uncredited),ACTOR
17900,tm5094,John Huston,American in Tampico in White Suit (uncredited),ACTOR
1255706,tm5094,Francisco Islas,Indian (uncredited),ACTOR
1255817,tm5094,Mario Mancilla,Child (uncredited),ACTOR
36183,tm5094,Julian Rivero,Barber (uncredited),ACTOR
1255822,tm5094,Ángela Rodríguez,Howard's Assistant (uncredited),ACTOR
25664,tm5094,Jay Silverheels,Indian Guide at Pier (uncredited),ACTOR
21363,tm5094,Ray Spiker,Workman at Pier (uncredited),ACTOR
1255826,tm5094,Valdespino,Indian (uncredited),ACTOR
1255722,tm5094,Ildefonso Vega,Indian (uncredited),ACTOR
35528,tm5094,Harry J. Vejar,Bartender (uncredited),ACTOR
608452,tm5094,Ignacio Villalbazo,Mexican Bandit (uncredited),ACTOR
98756,tm5094,Clifton Young,Flophouse Bum (uncredited),ACTOR
17900,tm5094,John Huston,,DIRECTOR
83269,tm5608,Lamberto Maggiorani,Antonio Ricci,ACTOR
83270,tm5608,Enzo Staiola,Bruno Ricci,ACTOR
83271,tm5608,Lianella Carell,Maria Ricci,ACTOR
83276,tm5608,Elena Altieri,The Charitable Lady,ACTOR
83274,tm5608,Gino Saltamerenda,Baiocco,ACTOR
83273,tm5608,Giulio Chiari,The Beggar,ACTOR
83275,tm5608,Vittorio Antonucci,"Alfredo Catelli, the Thief",ACTOR
83278,tm5608,Michele Sakara,Secretary of the Charity Organization,ACTOR
83272,tm5608,Carlo Jachino,A Beggar,ACTOR
83277,tm5608,Emma Druetti,,ACTOR
37236,tm5608,Giulio Battiferri,Citizen who protects the real thief (uncredited),ACTOR
37242,tm5608,Sergio Leone,A Seminary Student (uncredited),ACTOR
20587,tm5608,Mario Meniconi,"Meniconi, the Street Sweeper (uncredited)",ACTOR
106042,tm5608,Checco Rissone,Guard in Piazza Vittorio (uncredited),ACTOR
207607,tm5608,Peppino Spadaro,Police Officer (uncredited),ACTOR
73519,tm5608,Nando Bruno,(uncredited),ACTOR
71117,tm5608,Eolo Capritti,Carabiniere (uncredited),ACTOR
71784,tm5608,Memmo Carotenuto,(uncredited),ACTOR
137581,tm5608,Umberto Spadaro,(uncredited),ACTOR
73110,tm5608,Fausto Guerzoni,Amateur Actor,ACTOR
546505,tm5608,Piero Heliczer,A young boy (uncredited),ACTOR
